W,Название,Title,Тип изображения,Изображение на сайте,"Ширина, px","Высота, px",Мегапиксели,Источник,Страница источника
97,Вид Сент-Адресса,View of Sainte-Adresse,скан из каталога,https://monet.1vasiliadi.com/img/1600/w97.webp,573,396,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_97.png"
98,Улица в Сент-Адрессе,Street in Sainte-Adresse,цветная фотография,https://monet.1vasiliadi.com/img/1600/w98.webp,3840,5234,20.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Street_in_Sainte-Adresse_(1867).jpg
99,Портрет мужчины,Portrait of a Man,цветная фотография,https://monet.1vasiliadi.com/img/1600/w99.webp,760,1024,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet._1867_Portrait_of_a_man.jpg
100,Портрет Эрнеста Кабада,Portrait of Ernest Cabade,цветная фотография,https://monet.1vasiliadi.com/img/1600/w100.webp,300,414,0.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Portrait_d'Ernest_Cabad%C3%A9_(1867)_de_Claude_Monet.jpg
101,Жан Моне в колыбели,Jean Monet in His Cradle,цветная фотография,https://monet.1vasiliadi.com/img/1600/w101.webp,2932,3840,11.3,National Gallery of Art,https://www.nga.gov/collection/art-object-page.61375.html
102,Натюрморт с птицами и фруктами,Still Life with Birds and Fruit,скан из каталога,https://monet.1vasiliadi.com/img/1600/w102.webp,2048,1667,3.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w_102.jpg
103,"Натюрморт, груши и виноград","Still Life, Pears and Grapes",скан из каталога,https://monet.1vasiliadi.com/img/1600/w103.webp,493,394,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_103.png"
104,Груши и виноград,Pears and Grapes,скан из каталога,https://monet.1vasiliadi.com/img/1600/w104.webp,1024,752,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w_104.jpg
105,Ледоход на Сене в Буживале,Ice Floes on the Seine at Bougival,цветная фотография,https://monet.1vasiliadi.com/img/1600/w105.webp,1512,1200,1.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_ice-floes-on-the-seine-at-bougival-1868.jpg
106,Снег на реке,Snow on the River,скан из каталога,https://monet.1vasiliadi.com/img/1600/w106.webp,1020,821,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w_106.jpg
108,Спящий Жан Моне,Jean Monet Sleeping,цветная фотография,https://monet.1vasiliadi.com/img/1600/w108.webp,3576,3003,10.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_Jean_Monet_endormi.jpg
109,Мол в Гавре,The Jetty at Le Havre,скан из каталога,https://monet.1vasiliadi.com/img/1600/w109.webp,1024,671,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w109.jpg
110,Речной вид в Беннекуре,River Scene at Bennecourt,цветная фотография,https://monet.1vasiliadi.com/img/1600/w110.webp,3000,2425,7.3,Art Institute of Chicago,https://www.artic.edu/artworks/81539
112,Море в Сент-Адресе,The Sea at Sainte-Adresse,цветная фотография,https://monet.1vasiliadi.com/img/1600/w112.webp,2098,1514,3.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Sea_at_Le_Havre_1868.jpg
113,Взморье в Сент-Адрессе,Seaside at Sainte-Adresse,цветная фотография,https://monet.1vasiliadi.com/img/1600/w113.webp,3200,2120,6.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bord_de_mer_%C3%A0_Sainte-Adresse.jpg
114,Хижины в Сент-Адрессе,The Huts at Sainte-Adresse,скан из каталога,https://monet.1vasiliadi.com/img/1600/w114.webp,433,282,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_114.png"
115,Сена близ устья. Онфлёр,"The Seine Near its Estuary, Honfleur",цветная фотография,https://monet.1vasiliadi.com/img/1600/w115.webp,1024,669,0.7,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_The_Seine_Near_its_Estuary,_Honfleur,_ca._1868.jpg"
116,Рыбацкие лодки в Онфлёре,Fishing Boats at Honfleur,цветная фотография,https://monet.1vasiliadi.com/img/1600/w116.webp,1369,1718,2.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Boats_by_Claude_Monet.jpg
117,Лодка на берегу во время отлива в Фекане,Boat Lying at Low Tide at Fécamp,скан из каталога,https://monet.1vasiliadi.com/img/1600/w117.webp,345,453,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_117.png"
118,Лодка на мели в Фекане,Stranded Boat in Fécamp,цветная фотография,https://monet.1vasiliadi.com/img/1600/w118.webp,2880,3876,11.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_Gestrandetes_Boot_in_F%C3%A9camp.jpeg
119,Лодки в Фекане,Boats at Fécamp,скан из каталога,https://monet.1vasiliadi.com/img/1600/w119.webp,345,453,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_119.png"
121,Мадам Годибер,Madame Gaudibert,цветная фотография,https://monet.1vasiliadi.com/img/1600/w121.webp,1576,2691,4.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_036.jpg
123,Портрет юного Луи Годибера,Portrait of Young Louis Gaudibert,скан из каталога,https://monet.1vasiliadi.com/img/1600/w123.webp,390,480,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w_123.jpg
124,"Рыбацкие лодки, штиль","Fishing Boats, Calm Sea",цветная фотография,https://monet.1vasiliadi.com/img/1600/w124.webp,280,344,0.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_fishing-boats-calm-sea.jpg
125,Парусники в море,Voiliers en mer,цветная фотография,https://monet.1vasiliadi.com/img/1600/w125.webp,539,441,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Voiliers_en_mer_(1868)_Claude_Monet_-_mus%C3%A9e_des_Beaux-Arts_de_Lausanne_(W_125).jpg
126,Рыбацкие лодки в море,Fishing Boats at Sea,цветная фотография,https://monet.1vasiliadi.com/img/1600/w126.webp,800,592,0.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Fishing_Boats_at_Sea,_1868.jpg"
127,Бурное море в Этрета,Rough Sea at Etretat,цветная фотография,https://monet.1vasiliadi.com/img/1600/w127.webp,3840,1890,7.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Grosse_mer_%C3%A0_%C3%89tretat_-_Claude_Monet.jpg
128,Дорога в Нормандии,Lane in Normandy,цветная фотография,https://monet.1vasiliadi.com/img/1600/w128.webp,3448,4604,15.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Chemin_en_Normandie_by_Claude_Monet,_1868,_oil_on_canvas_-_Matsuoka_Museum_of_Art_-_Tokyo,_Japan_-_DSC07407.JPG"
129,Ужин,The Dinner,цветная фотография,https://monet.1vasiliadi.com/img/1600/w129.webp,2347,1800,4.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Das_Nachtessen,_1868-69.jpg"
130,Интерьер после обеда,"Interior, after Dinner",цветная фотография,https://monet.1vasiliadi.com/img/1600/w130.webp,3840,2971,11.4,National Gallery of Art,https://www.nga.gov/collection/art-object-page.61376.html
131,Ребёнок с чашкой,L'Enfant a la tasse,цветная фотография,https://monet.1vasiliadi.com/img/1600/w131.webp,1028,1500,1.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:L'Enfant_a_la_tasse,_portrait_de_Jean_Monet.jpg"
132,Завтрак в саду,The Luncheon,цветная фотография,https://monet.1vasiliadi.com/img/1600/w132.webp,3840,5760,22.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_monet,_il_pranzo,_1868,_02.jpg"
133,Сорока,The Magpie,цветная фотография,https://monet.1vasiliadi.com/img/1600/w133.webp,3840,2604,10.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_The_Magpie_-_Google_Art_Project.jpg
134,Лягушатник,La Grenouillere,цветная фотография,https://monet.1vasiliadi.com/img/1600/w134.webp,3811,2880,11.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:La_Grenouill%C3%A8re_MET_DT833.jpg
135,Купальщики в Лягушатнике,Bathers at La Grenouillere,цветная фотография,https://monet.1vasiliadi.com/img/1600/w135.webp,3840,3051,11.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_Bathers_at_La_Grenouill%C3%A8re.jpg
136,Лягушатник,La Grenouillere,скан из каталога,https://monet.1vasiliadi.com/img/1600/w136.webp,611,339,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_136.png"
137,Гребные лодки,Rowing Boats,цветная фотография,https://monet.1vasiliadi.com/img/1600/w137.webp,1020,723,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_barques_w_137.jpg
138,Пристань,The Landing Stage,цветная фотография,https://monet.1vasiliadi.com/img/1600/w138.webp,900,666,0.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_tuinhuis-aan-de-achterzaan.jpg
138a,Люди в гребной лодке,People in a Rowing Boat,скан из каталога,https://monet.1vasiliadi.com/img/1600/w138a.webp,472,335,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_138a.png"
139,Цветы и фрукты,Flowers and Fruit,цветная фотография,https://monet.1vasiliadi.com/img/1600/w139.webp,3331,4139,13.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_(French_-_Still_Life_with_Flowers_and_Fruit_-_Google_Art_Project.jpg
140,Барабулька,Red Mullets,цветная фотография,https://monet.1vasiliadi.com/img/1600/w140.webp,2400,1632,3.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Red_Mullets,_c._1870.jpg"
141,Фазан,Pheasant,цветная фотография,https://monet.1vasiliadi.com/img/1600/w141.webp,1108,540,0.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pheasant_Claude_Monet_1869.jpeg
142,Портрет Жана Моне в шапочке с помпоном,Portrait of Jean Monet Wearing a Hat with a Pompom,цветная фотография,https://monet.1vasiliadi.com/img/1600/w142.webp,3840,4859,18.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bemberg_Fondation_Toulouse_-_Claude_Monet_-_Portrait_de_son_fils_Jean_en_bonnet_%C3%A0_pompon_-_1869_42x33_Inv.2076.jpg
143,Сена в Буживале,The Seine at Bougival,цветная фотография,https://monet.1vasiliadi.com/img/1600/w143.webp,2880,2239,6.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:LA_SEINE_%C3%80_BOUGIVAL_(1869)_Claude_Monet_(W143).jpg
144,"Лесная тропа, эффект снега","Path through the Forest, Snow Effect",скан из каталога,https://monet.1vasiliadi.com/img/1600/w144.webp,736,658,0.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w144.jpg
145,Снег на закате,Snow at Sunset,цветная фотография,https://monet.1vasiliadi.com/img/1600/w145.webp,3840,2880,11.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Route,_effet_de_neige,_soleil_couchant_(Monet).jpg"
146,Голова кабана,Boar's Head,скан из каталога,https://monet.1vasiliadi.com/img/1600/w146.webp,800,645,0.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w146.jpg
147,"Дорога в Лувесьенне, эффект снега","Road to Louveciennes, Snow Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w147.webp,500,414,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Snow-effect-the-road-to-louveciennes.jpg
148,"Дорога в Лувесьенне, тающий снег, закат","Road at Louveciennes, Melting Snow, Sunset",цветная фотография,https://monet.1vasiliadi.com/img/1600/w148.webp,3200,2370,7.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_monet_route_a_louveciennes_neige_fondante_soleil_couchant.jpg
149,Пехотинцы на прогулке вдоль реки,Infantry Guards Wandering along the River,цветная фотография,https://monet.1vasiliadi.com/img/1600/w149.webp,900,738,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Infantry-guards-wandering-along-the-river-1870-claude-monet_(W149).jpg
150,Сена в Буживале,The Seine at Bougival,цветная фотография,https://monet.1vasiliadi.com/img/1600/w150.webp,1147,625,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:La_Seine_%C3%A0_Bougival_(1870)_Claude_MONET_(W_150).jpg
151,Сена в Буживале. Вечер (Буживаль),"The Seine at Bougival, Evening (also known as Bougival)",цветная фотография,https://monet.1vasiliadi.com/img/1600/w151.webp,900,748,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Seine_at_Bougival_1946_4.jpg
152,Мост в Буживале,The Bridge at Bougival,цветная фотография,https://monet.1vasiliadi.com/img/1600/w152.webp,3682,2635,9.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bougival_le_pont_Claude_Monet_1869.jpg
153,Поезд в сельской местности,Train in the Countryside,цветная фотография,https://monet.1vasiliadi.com/img/1600/w153.webp,3840,2860,11.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Train_in_the_Countryside_-_Google_Art_Project.jpg
154,Вход в порт Трувиля,Entrance to the Port of Trouville,цветная фотография,https://monet.1vasiliadi.com/img/1600/w154.webp,3840,3156,12.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Entr%C3%A9e_du_port_de_Trouville.jpg
155,Отель Рош-Нуар,"Hotel des Roches Noires, Trouville",цветная фотография,https://monet.1vasiliadi.com/img/1600/w155.webp,3133,4533,14.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_H%C3%B4tel_des_roches_noires._Trouville_-_Google_Art_Project.jpg
156,Пляж в Трувиле,The Beach at Trouville,цветная фотография,https://monet.1vasiliadi.com/img/1600/w156.webp,3600,2988,10.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Beach_at_Trouville_1948.116.jpg
157,Набережная в Трувиле,The Boardwalk at Trouville,цветная фотография,https://monet.1vasiliadi.com/img/1600/w157.webp,2861,1828,5.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:LA_PLAGE_%C3%80_TROUVILLE_(1870)_Claude_Monet_(W157).jpg
157a,Дощатый настил на пляже в Трувиле,The Boardwalk on the Beach at Trouville,цветная фотография,https://monet.1vasiliadi.com/img/1600/w157a.webp,2815,1964,5.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_trouville.jpg
158,Пляж в Трувиле,The Beach at Trouville,цветная фотография,https://monet.1vasiliadi.com/img/1600/w158.webp,2000,1645,3.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_002.jpg
159,Камилла на пляже в Трувиле,Camille Sitting on the Beach at Trouville,цветная фотография,https://monet.1vasiliadi.com/img/1600/w159.webp,413,498,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Camille_assise_sur_la_plage_%C3%A0_Trouville.JPG
160,Камилла на пляже,Camille on the Beach,цветная фотография,https://monet.1vasiliadi.com/img/1600/w160.webp,3840,3143,12.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Camille_on_the_Beach_in_Trouville_-_1998.46.1_-_Yale_University_Art_Gallery.jpg
161,Камилла на пляже в Трувиле,Camille on the Beach at Trouville,скан из каталога,https://monet.1vasiliadi.com/img/1600/w161.webp,507,1009,0.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w161.jpg
